Results summary:

Program contral parameterFlag=3 ; cosmoFlag=3     Calculated on: 29-May-2014

No	Cation	Anion	Solute	T	Vcal	
985	MeOEOEMIM	C8SO4	DCM	  298.15	0.4266	
986	MeOEOEMIM	MeSO4	DCM	  298.15	0.4266	
987	MeOEOEMIM	MePO3	DCM	  298.15	0.3358	
988	OctIq	NTF2	DCM	  298.15	0.4434	
989	OctIq	BF4	DCM	  298.15	0.4434	
990	OctIq	PF6	DCM	  298.15	0.3395	
991	OctIq	NFO	DCM	  298.15	0.3395	
992	OctIq	ClO4	DCM	  298.15	0.4378	
993	OctIq	AC	DCM	  298.15	0.3139	
994	OctIq	NO3	DCM	  298.15	0.3927	
995	OctIq	TFA	DCM	  298.15	0.3890	
996	OctIq	TFO	DCM	  298.15	0.3933	
997	OctIq	Cl	DCM	  298.15	0.3097	
998	OctIq	SCN	DCM	  298.15	0.4138	
999	OctIq	DCA	DCM	  298.15	0.4025	
1000	OctIq	MeSO3	DCM	  298.15	0.3131	
1001	OctIq	HSO4	DCM	  298.15	0.4254	
1002	OctIq	BCN4	DCM	  298.15	0.3876	
1003	OctIq	BETI	DCM	  298.15	0.3299	
1004	OctIq	Tosylate	DCM	  298.15	0.2964	
1005	OctIq	FAP	DCM	  298.15	0.3650	
1006	OctIq	C8SO4	DCM	  298.15	0.3491	
1007	OctIq	MeSO4	DCM	  298.15	0.3491	
1008	OctIq	MePO3	DCM	  298.15	0.3025	
1009	DeIq	NTF2	DCM	  298.15	0.3972	
1010	DeIq	BF4	DCM	  298.15	0.3972	
1011	DeIq	PF6	DCM	  298.15	0.3181	
1012	DeIq	NFO	DCM	  298.15	0.3181	
1013	DeIq	ClO4	DCM	  298.15	0.3934	
1014	DeIq	AC	DCM	  298.15	0.2943	
1015	DeIq	NO3	DCM	  298.15	0.3577	
1016	DeIq	TFA	DCM	  298.15	0.3559	
1017	DeIq	TFO	DCM	  298.15	0.3601	
1018	DeIq	Cl	DCM	  298.15	0.2905	
1019	DeIq	SCN	DCM	  298.15	0.3738	
1020	DeIq	DCA	DCM	  298.15	0.3658	
1021	DeIq	MeSO3	DCM	  298.15	0.2927	
1022	DeIq	HSO4	DCM	  298.15	0.3831	
1023	DeIq	BCN4	DCM	  298.15	0.3563	
1024	DeIq	BETI	DCM	  298.15	0.3123	
1025	DeIq	Tosylate	DCM	  298.15	0.2769	
1026	DeIq	FAP	DCM	  298.15	0.3487	
1027	DeIq	C8SO4	DCM	  298.15	0.3216	
1028	DeIq	MeSO4	DCM	  298.15	0.3216	
1029	DeIq	MePO3	DCM	  298.15	0.2838	
1030	MeOEIq	NTF2	DCM	  298.15	0.6680	
1031	MeOEIq	BF4	DCM	  298.15	0.6680	
1032	MeOEIq	PF6	DCM	  298.15	0.4221	
1033	MeOEIq	NFO	DCM	  298.15	0.4221	
1034	MeOEIq	ClO4	DCM	  298.15	0.6533	
1035	MeOEIq	AC	DCM	  298.15	0.3544	
1036	MeOEIq	NO3	DCM	  298.15	0.5095	
1037	MeOEIq	TFA	DCM	  298.15	0.5292	
1038	MeOEIq	TFO	DCM	  298.15	0.5421	
1039	MeOEIq	Cl	DCM	  298.15	0.3197	
1040	MeOEIq	SCN	DCM	  298.15	0.5858	
1041	MeOEIq	DCA	DCM	  298.15	0.5603	
1042	MeOEIq	MeSO3	DCM	  298.15	0.3566	
1043	MeOEIq	HSO4	DCM	  298.15	0.5726	
1044	MeOEIq	BCN4	DCM	  298.15	0.5298	
1045	MeOEIq	BETI	DCM	  298.15	0.3915	
1046	MeOEIq	Tosylate	DCM	  298.15	0.3651	
1047	MeOEIq	FAP	DCM	  298.15	0.4103	
1048	MeOEIq	C8SO4	DCM	  298.15	0.4426	
1049	MeOEIq	MeSO4	DCM	  298.15	0.4426	
1050	MeOEIq	MePO3	DCM	  298.15	0.3499	
1051	EtOEIq	NTF2	DCM	  298.15	0.6316	
1052	EtOEIq	BF4	DCM	  298.15	0.6316	
1053	EtOEIq	PF6	DCM	  298.15	0.4092	
1054	EtOEIq	NFO	DCM	  298.15	0.4092	
1055	EtOEIq	ClO4	DCM	  298.15	0.6181	
1056	EtOEIq	AC	DCM	  298.15	0.3770	
1057	EtOEIq	NO3	DCM	  298.15	0.5143	
1058	EtOEIq	TFA	DCM	  298.15	0.5157	
1059	EtOEIq	TFO	DCM	  298.15	0.5197	
1060	EtOEIq	Cl	DCM	  298.15	0.3576	
1061	EtOEIq	SCN	DCM	  298.15	0.5695	
1062	EtOEIq	DCA	DCM	  298.15	0.5437	
1063	EtOEIq	MeSO3	DCM	  298.15	0.3741	
1064	EtOEIq	HSO4	DCM	  298.15	0.5697	
1065	EtOEIq	BCN4	DCM	  298.15	0.5035	
1066	EtOEIq	BETI	DCM	  298.15	0.3788	
1067	EtOEIq	Tosylate	DCM	  298.15	0.3640	
1068	EtOEIq	FAP	DCM	  298.15	0.3948	
1069	EtOEIq	C8SO4	DCM	  298.15	0.4436	
1070	EtOEIq	MeSO4	DCM	  298.15	0.4436	
1071	EtOEIq	MePO3	DCM	  298.15	0.3657	
1072	BMTriaz	NTF2	DCM	  298.15	1.1467	
1073	BMTriaz	BF4	DCM	  298.15	1.1467	
1074	BMTriaz	PF6	DCM	  298.15	0.5462	
1075	BMTriaz	NFO	DCM	  298.15	0.5462	
1076	BMTriaz	ClO4	DCM	  298.15	1.1029	
1077	BMTriaz	AC	DCM	  298.15	0.5704	
1078	BMTriaz	NO3	DCM	  298.15	0.8595	
1079	BMTriaz	TFA	DCM	  298.15	0.8407	
1080	BMTriaz	TFO	DCM	  298.15	0.8158	
1081	BMTriaz	Cl	DCM	  298.15	0.5169	
1082	BMTriaz	SCN	DCM	  298.15	1.0041	
1083	BMTriaz	DCA	DCM	  298.15	0.9172	
1084	BMTriaz	MeSO3	DCM	  298.15	0.5477	
1085	BMTriaz	HSO4	DCM	  298.15	0.9648	
1086	BMTriaz	BCN4	DCM	  298.15	0.7450	
1087	BMTriaz	BETI	DCM	  298.15	0.4664	
1088	BMTriaz	Tosylate	DCM	  298.15	0.5198	
1089	BMTriaz	FAP	DCM	  298.15	0.4415	
1090	BMTriaz	C8SO4	DCM	  298.15	0.6885	
1091	BMTriaz	MeSO4	DCM	  298.15	0.6885	
1092	BMTriaz	MePO3	DCM	  298.15	0.5474	
1093	C2F5BTriaz	NTF2	DCM	  298.15	0.7743	
1094	C2F5BTriaz	BF4	DCM	  298.15	0.7743	
1095	C2F5BTriaz	PF6	DCM	  298.15	0.4566	
1096	C2F5BTriaz	NFO	DCM	  298.15	0.4566	
1097	C2F5BTriaz	ClO4	DCM	  298.15	0.7520	
1098	C2F5BTriaz	AC	DCM	  298.15	0.5579	
1099	C2F5BTriaz	NO3	DCM	  298.15	0.7119	
1100	C2F5BTriaz	TFA	DCM	  298.15	0.6443	
1101	C2F5BTriaz	TFO	DCM	  298.15	0.6125	
1102	C2F5BTriaz	Cl	DCM	  298.15	0.5859	
1103	C2F5BTriaz	SCN	DCM	  298.15	0.7390	
1104	C2F5BTriaz	DCA	DCM	  298.15	0.6858	
1105	C2F5BTriaz	MeSO3	DCM	  298.15	0.5348	
1106	C2F5BTriaz	HSO4	DCM	  298.15	0.7718	
1107	C2F5BTriaz	BCN4	DCM	  298.15	0.5631	
1108	C2F5BTriaz	BETI	DCM	  298.15	0.4016	
1109	C2F5BTriaz	Tosylate	DCM	  298.15	0.4561	
1110	C2F5BTriaz	FAP	DCM	  298.15	0.3884	
1111	C2F5BTriaz	C8SO4	DCM	  298.15	0.5868	
1112	C2F5BTriaz	MeSO4	DCM	  298.15	0.5868	
1113	C2F5BTriaz	MePO3	DCM	  298.15	0.5196	
1114	BMPyrr	NTF2	DCM	  298.15	0.5258	
1115	BMPyrr	BF4	DCM	  298.15	0.5258	
1116	BMPyrr	PF6	DCM	  298.15	0.3820	
1117	BMPyrr	NFO	DCM	  298.15	0.3820	
1118	BMPyrr	ClO4	DCM	  298.15	0.5206	
1119	BMPyrr	AC	DCM	  298.15	0.2296	
1120	BMPyrr	NO3	DCM	  298.15	0.3539	
1121	BMPyrr	TFA	DCM	  298.15	0.4166	
1122	BMPyrr	TFO	DCM	  298.15	0.4573	
1123	BMPyrr	Cl	DCM	  298.15	0.1889	
1124	BMPyrr	SCN	DCM	  298.15	0.4368	
1125	BMPyrr	DCA	DCM	  298.15	0.4334	
1126	BMPyrr	MeSO3	DCM	  298.15	0.2436	
1127	BMPyrr	HSO4	DCM	  298.15	0.4115	
1128	BMPyrr	BCN4	DCM	  298.15	0.4727	
1129	BMPyrr	BETI	DCM	  298.15	0.3751	
1130	BMPyrr	Tosylate	DCM	  298.15	0.2904	
1131	BMPyrr	FAP	DCM	  298.15	0.4224	
1132	BMPyrr	C8SO4	DCM	  298.15	0.3286	
1133	BMPyrr	MeSO4	DCM	  298.15	0.3286	
1134	BMPyrr	MePO3	DCM	  298.15	0.2393	
1135	AllyEt2S	NTF2	DCM	  298.15	0.6678	
1136	AllyEt2S	BF4	DCM	  298.15	0.6678	
1137	AllyEt2S	PF6	DCM	  298.15	0.4338	
1138	AllyEt2S	NFO	DCM	  298.15	0.4338	
1139	AllyEt2S	ClO4	DCM	  298.15	0.6595	
1140	AllyEt2S	AC	DCM	  298.15	0.2819	
1141	AllyEt2S	NO3	DCM	  298.15	0.4346	
1142	AllyEt2S	TFA	DCM	  298.15	0.5191	
1143	AllyEt2S	TFO	DCM	  298.15	0.5583	
1144	AllyEt2S	Cl	DCM	  298.15	0.2171	
1145	AllyEt2S	SCN	DCM	  298.15	0.5469	
1146	AllyEt2S	DCA	DCM	  298.15	0.5419	
1147	AllyEt2S	MeSO3	DCM	  298.15	0.2888	
1148	AllyEt2S	HSO4	DCM	  298.15	0.5055	
1149	AllyEt2S	BCN4	DCM	  298.15	0.5607	
1150	AllyEt2S	BETI	DCM	  298.15	0.4077	
1151	AllyEt2S	Tosylate	DCM	  298.15	0.3435	
1152	AllyEt2S	FAP	DCM	  298.15	0.4345	
1153	AllyEt2S	C8SO4	DCM	  298.15	0.3969	
1154	AllyEt2S	MeSO4	DCM	  298.15	0.3969	
1155	AllyEt2S	MePO3	DCM	  298.15	0.2923	
1156	MeOEMMorph	NTF2	DCM	  298.15	0.7673	
1157	MeOEMMorph	BF4	DCM	  298.15	0.7673	
1158	MeOEMMorph	PF6	DCM	  298.15	0.4689	
1159	MeOEMMorph	NFO	DCM	  298.15	0.4689	
1160	MeOEMMorph	ClO4	DCM	  298.15	0.7599	
1161	MeOEMMorph	AC	DCM	  298.15	0.2950	
1162	MeOEMMorph	NO3	DCM	  298.15	0.4601	
1163	MeOEMMorph	TFA	DCM	  298.15	0.5877	
1164	MeOEMMorph	TFO	DCM	  298.15	0.6358	
1165	MeOEMMorph	Cl	DCM	  298.15	0.2176	
1166	MeOEMMorph	SCN	DCM	  298.15	0.6189	
1167	MeOEMMorph	DCA	DCM	  298.15	0.6127	
1168	MeOEMMorph	MeSO3	DCM	  298.15	0.2997	
1169	MeOEMMorph	HSO4	DCM	  298.15	0.5350	
1170	MeOEMMorph	BCN4	DCM	  298.15	0.6352	
1171	MeOEMMorph	BETI	DCM	  298.15	0.4261	
1172	MeOEMMorph	Tosylate	DCM	  298.15	0.3764	
1173	MeOEMMorph	FAP	DCM	  298.15	0.4347	
1174	MeOEMMorph	C8SO4	DCM	  298.15	0.4293	
1175	MeOEMMorph	MeSO4	DCM	  298.15	0.4293	
1176	MeOEMMorph	MePO3	DCM	  298.15	0.3105	
1177	EtOEMMorph	NTF2	DCM	  298.15	0.7259	
1178	EtOEMMorph	BF4	DCM	  298.15	0.7259	
1179	EtOEMMorph	PF6	DCM	  298.15	0.4434	
1180	EtOEMMorph	NFO	DCM	  298.15	0.4434	
1181	EtOEMMorph	ClO4	DCM	  298.15	0.7128	
1182	EtOEMMorph	AC	DCM	  298.15	0.3193	
1183	EtOEMMorph	NO3	DCM	  298.15	0.4865	
1184	EtOEMMorph	TFA	DCM	  298.15	0.5581	
1185	EtOEMMorph	TFO	DCM	  298.15	0.5886	
1186	EtOEMMorph	Cl	DCM	  298.15	0.2662	
1187	EtOEMMorph	SCN	DCM	  298.15	0.6113	
1188	EtOEMMorph	DCA	DCM	  298.15	0.5890	
1189	EtOEMMorph	MeSO3	DCM	  298.15	0.3251	
1190	EtOEMMorph	HSO4	DCM	  298.15	0.5553	
1191	EtOEMMorph	BCN4	DCM	  298.15	0.5827	
1192	EtOEMMorph	BETI	DCM	  298.15	0.4063	
1193	EtOEMMorph	Tosylate	DCM	  298.15	0.3698	
1194	EtOEMMorph	FAP	DCM	  298.15	0.4182	
1195	EtOEMMorph	C8SO4	DCM	  298.15	0.4365	
1196	EtOEMMorph	MeSO4	DCM	  298.15	0.4365	
1197	EtOEMMorph	MePO3	DCM	  298.15	0.3263	
1198	MMIM	NTF2	DCM	  298.15	1.1937	
1199	MMIM	BF4	DCM	  298.15	1.1937	
1200	MMIM	PF6	DCM	  298.15	0.6099	
1201	MMIM	NFO	DCM	  298.15	0.6099	
1202	MMIM	ClO4	DCM	  298.15	1.2097	
1203	MMIM	AC	DCM	  298.15	0.3225	
1204	MMIM	NO3	DCM	  298.15	0.5159	
1205	MMIM	TFA	DCM	  298.15	0.8823	
1206	MMIM	TFO	DCM	  298.15	0.9738	
1207	MMIM	Cl	DCM	  298.15	0.1580	
1208	MMIM	SCN	DCM	  298.15	0.8465	
1209	MMIM	DCA	DCM	  298.15	0.9023	
1210	MMIM	MeSO3	DCM	  298.15	0.3155	
1211	MMIM	HSO4	DCM	  298.15	0.6377	
1212	MMIM	BCN4	DCM	  298.15	0.9373	
1213	MMIM	BETI	DCM	  298.15	0.5173	
1214	MMIM	Tosylate	DCM	  298.15	0.4853	
1215	MMIM	FAP	DCM	  298.15	0.4905	
1216	MMIM	C8SO4	DCM	  298.15	0.5334	
1217	MMIM	MeSO4	DCM	  298.15	0.5334	
1218	MMIM	MePO3	DCM	  298.15	0.3655	
1219	MeOMPyr	NTF2	DCM	  298.15	0.5934	
1220	MeOMPyr	BF4	DCM	  298.15	0.5934	
1221	MeOMPyr	PF6	DCM	  298.15	0.4161	
1222	MeOMPyr	NFO	DCM	  298.15	0.4161	
1223	MeOMPyr	ClO4	DCM	  298.15	0.5901	
1224	MeOMPyr	AC	DCM	  298.15	0.2418	
1225	MeOMPyr	NO3	DCM	  298.15	0.3722	
1226	MeOMPyr	TFA	DCM	  298.15	0.4700	
1227	MeOMPyr	TFO	DCM	  298.15	0.5184	
1228	MeOMPyr	Cl	DCM	  298.15	0.1840	
1229	MeOMPyr	SCN	DCM	  298.15	0.4828	
1230	MeOMPyr	DCA	DCM	  298.15	0.4847	
1231	MeOMPyr	MeSO3	DCM	  298.15	0.2507	
1232	MeOMPyr	HSO4	DCM	  298.15	0.4363	
1233	MeOMPyr	BCN4	DCM	  298.15	0.5326	
1234	MeOMPyr	BETI	DCM	  298.15	0.3972	
1235	MeOMPyr	Tosylate	DCM	  298.15	0.3163	
1236	MeOMPyr	FAP	DCM	  298.15	0.4308	
1237	MeOMPyr	C8SO4	DCM	  298.15	0.3519	
1238	MeOMPyr	MeSO4	DCM	  298.15	0.3519	
1239	MeOMPyr	MePO3	DCM	  298.15	0.2549	
1240	BIq	NTF2	DCM	  298.15	0.5930	
1241	BIq	BF4	DCM	  298.15	0.5930	
1242	BIq	PF6	DCM	  298.15	0.4000	
1243	BIq	NFO	DCM	  298.15	0.4000	
1244	BIq	ClO4	DCM	  298.15	0.5814	
1245	BIq	AC	DCM	  298.15	0.3487	
1246	BIq	NO3	DCM	  298.15	0.4795	
1247	BIq	TFA	DCM	  298.15	0.4867	
1248	BIq	TFO	DCM	  298.15	0.4955	
1249	BIq	Cl	DCM	  298.15	0.3258	
1250	BIq	SCN	DCM	  298.15	0.5316	
1251	BIq	DCA	DCM	  298.15	0.5113	
1252	BIq	MeSO3	DCM	  298.15	0.3488	
1253	BIq	HSO4	DCM	  298.15	0.5355	
1254	BIq	BCN4	DCM	  298.15	0.4849	
1255	BIq	BETI	DCM	  298.15	0.3773	
1256	BIq	Tosylate	DCM	  298.15	0.3453	
1257	BIq	FAP	DCM	  298.15	0.4052	
1258	BIq	C8SO4	DCM	  298.15	0.4168	
1259	BIq	MeSO4	DCM	  298.15	0.4168	
1260	BIq	MePO3	DCM	  298.15	0.3399	
1261	Bgua	NTF2	DCM	  298.15	2.1653	
1262	Bgua	BF4	DCM	  298.15	2.1653	
1263	Bgua	PF6	DCM	  298.15	0.7713	
1264	Bgua	NFO	DCM	  298.15	0.7713	
1265	Bgua	ClO4	DCM	  298.15	2.0246	
1266	Bgua	AC	DCM	  298.15	1.7213	
1267	Bgua	NO3	DCM	  298.15	2.3151	
1268	Bgua	TFA	DCM	  298.15	1.6242	
1269	Bgua	TFO	DCM	  298.15	1.3455	
1270	Bgua	Cl	DCM	  298.15	2.3152	
1271	Bgua	SCN	DCM	  298.15	2.2349	
1272	Bgua	DCA	DCM	  298.15	1.8421	
1273	Bgua	MeSO3	DCM	  298.15	1.4571	
1274	Bgua	HSO4	DCM	  298.15	2.4874	
1275	Bgua	BCN4	DCM	  298.15	1.0506	
1276	Bgua	BETI	DCM	  298.15	0.5793	
1277	Bgua	Tosylate	DCM	  298.15	0.9330	
1278	Bgua	FAP	DCM	  298.15	0.4596	
1279	Bgua	C8SO4	DCM	  298.15	1.5013	
1280	Bgua	MeSO4	DCM	  298.15	1.5013	
1281	Bgua	MePO3	DCM	  298.15	1.4116	
1282	BIM	NTF2	DCM	  298.15	1.4408	
1283	BIM	BF4	DCM	  298.15	1.4408	
1284	BIM	PF6	DCM	  298.15	0.6225	
1285	BIM	NFO	DCM	  298.15	0.6225	
1286	BIM	ClO4	DCM	  298.15	1.3712	
1287	BIM	AC	DCM	  298.15	0.8342	
1288	BIM	NO3	DCM	  298.15	1.2125	
1289	BIM	TFA	DCM	  298.15	1.0646	
1290	BIM	TFO	DCM	  298.15	0.9744	
1291	BIM	Cl	DCM	  298.15	0.8552	
1292	BIM	SCN	DCM	  298.15	1.3306	
1293	BIM	DCA	DCM	  298.15	1.1729	
1294	BIM	MeSO3	DCM	  298.15	0.7595	
1295	BIM	HSO4	DCM	  298.15	1.3492	
1296	BIM	BCN4	DCM	  298.15	0.8430	
1297	BIM	BETI	DCM	  298.15	0.5109	
1298	BIM	Tosylate	DCM	  298.15	0.6310	
1299	BIM	FAP	DCM	  298.15	0.4569	
1300	BIM	C8SO4	DCM	  298.15	0.8959	
1301	BIM	MeSO4	DCM	  298.15	0.8959	
1302	BIM	MePO3	DCM	  298.15	0.7530	
1303	BMMorpha	NTF2	DCM	  298.15	0.7723	
1304	BMMorpha	BF4	DCM	  298.15	0.7723	
1305	BMMorpha	PF6	DCM	  298.15	0.4597	
1306	BMMorpha	NFO	DCM	  298.15	0.4597	
1307	BMMorpha	ClO4	DCM	  298.15	0.7576	
1308	BMMorpha	AC	DCM	  298.15	0.3318	
1309	BMMorpha	NO3	DCM	  298.15	0.5099	
1310	BMMorpha	TFA	DCM	  298.15	0.5886	
1311	BMMorpha	TFO	DCM	  298.15	0.6192	
1312	BMMorpha	Cl	DCM	  298.15	0.2694	
1313	BMMorpha	SCN	DCM	  298.15	0.6464	
1314	BMMorpha	DCA	DCM	  298.15	0.6225	
1315	BMMorpha	MeSO3	DCM	  298.15	0.3364	
1316	BMMorpha	HSO4	DCM	  298.15	0.5851	
1317	BMMorpha	BCN4	DCM	  298.15	0.6093	
1318	BMMorpha	BETI	DCM	  298.15	0.4178	
1319	BMMorpha	Tosylate	DCM	  298.15	0.3850	
1320	BMMorpha	FAP	DCM	  298.15	0.4278	
1321	BMMorpha	C8SO4	DCM	  298.15	0.4562	
1322	BMMorpha	MeSO4	DCM	  298.15	0.4562	
1323	BMMorpha	MePO3	DCM	  298.15	0.3398	
1324	Bpip	NTF2	DCM	  298.15	0.7164	
1325	Bpip	BF4	DCM	  298.15	0.7164	
1326	Bpip	PF6	DCM	  298.15	0.4534	
1327	Bpip	NFO	DCM	  298.15	0.4534	
1328	Bpip	ClO4	DCM	  298.15	0.7019	
1329	Bpip	AC	DCM	  298.15	0.3906	
1330	Bpip	NO3	DCM	  298.15	0.5602	
1331	Bpip	TFA	DCM	  298.15	0.5840	
1332	Bpip	TFO	DCM	  298.15	0.5863	
1333	Bpip	Cl	DCM	  298.15	0.3567	
1334	Bpip	SCN	DCM	  298.15	0.6401	
1335	Bpip	DCA	DCM	  298.15	0.6107	
1336	Bpip	MeSO3	DCM	  298.15	0.3852	
1337	Bpip	HSO4	DCM	  298.15	0.6338	
1338	Bpip	BCN4	DCM	  298.15	0.5626	
1339	Bpip	BETI	DCM	  298.15	0.4171	
1340	Bpip	Tosylate	DCM	  298.15	0.3857	
1341	Bpip	FAP	DCM	  298.15	0.4284	
1342	Bpip	C8SO4	DCM	  298.15	0.4753	
1343	Bpip	MeSO4	DCM	  298.15	0.4753	
1344	Bpip	MePO3	DCM	  298.15	0.3795	
1345	Bpyr	NTF2	DCM	  298.15	0.8154	
1346	Bpyr	BF4	DCM	  298.15	0.8154	
1347	Bpyr	PF6	DCM	  298.15	0.4728	
1348	Bpyr	NFO	DCM	  298.15	0.4728	
1349	Bpyr	ClO4	DCM	  298.15	0.7956	
1350	Bpyr	AC	DCM	  298.15	0.4110	
1351	Bpyr	NO3	DCM	  298.15	0.5998	
1352	Bpyr	TFA	DCM	  298.15	0.6325	
1353	Bpyr	TFO	DCM	  298.15	0.6408	
1354	Bpyr	Cl	DCM	  298.15	0.3503	
1355	Bpyr	SCN	DCM	  298.15	0.7024	
1356	Bpyr	DCA	DCM	  298.15	0.6716	
1357	Bpyr	MeSO3	DCM	  298.15	0.4018	
1358	Bpyr	HSO4	DCM	  298.15	0.6831	
1359	Bpyr	BCN4	DCM	  298.15	0.6128	
1360	Bpyr	BETI	DCM	  298.15	0.4271	
1361	Bpyr	Tosylate	DCM	  298.15	0.4134	
1362	Bpyr	FAP	DCM	  298.15	0.4365	
1363	Bpyr	C8SO4	DCM	  298.15	0.5105	
1364	Bpyr	MeSO4	DCM	  298.15	0.5105	
1365	Bpyr	MePO3	DCM	  298.15	0.4041	
1366	N4111	NTF2	DCM	  298.15	0.7154	
1367	N4111	BF4	DCM	  298.15	0.7154	
1368	N4111	PF6	DCM	  298.15	0.4483	
1369	N4111	NFO	DCM	  298.15	0.4483	
1370	N4111	ClO4	DCM	  298.15	0.7054	
1371	N4111	AC	DCM	  298.15	0.2937	
1372	N4111	NO3	DCM	  298.15	0.4555	
1373	N4111	TFA	DCM	  298.15	0.5499	
1374	N4111	TFO	DCM	  298.15	0.5891	
1375	N4111	Cl	DCM	  298.15	0.2298	
1376	N4111	SCN	DCM	  298.15	0.5885	
1377	N4111	DCA	DCM	  298.15	0.5754	
1378	N4111	MeSO3	DCM	  298.15	0.2987	
1379	N4111	HSO4	DCM	  298.15	0.5333	
1380	N4111	BCN4	DCM	  298.15	0.5879	
1381	N4111	BETI	DCM	  298.15	0.4173	
1382	N4111	Tosylate	DCM	  298.15	0.3578	
1383	N4111	FAP	DCM	  298.15	0.4404	
1384	N4111	C8SO4	DCM	  298.15	0.4155	
1385	N4111	MeSO4	DCM	  298.15	0.4155	
1386	N4111	MePO3	DCM	  298.15	0.3045	
1387	NH2BMIM	NTF2	DCM	  298.15	0.7219	
1388	NH2BMIM	BF4	DCM	  298.15	0.7219	
1389	NH2BMIM	PF6	DCM	  298.15	0.4495	
1390	NH2BMIM	NFO	DCM	  298.15	0.4495	
1391	NH2BMIM	ClO4	DCM	  298.15	0.7109	
1392	NH2BMIM	AC	DCM	  298.15	0.3414	
1393	NH2BMIM	NO3	DCM	  298.15	0.5000	
1394	NH2BMIM	TFA	DCM	  298.15	0.5702	
1395	NH2BMIM	TFO	DCM	  298.15	0.5960	
1396	NH2BMIM	Cl	DCM	  298.15	0.2875	
1397	NH2BMIM	SCN	DCM	  298.15	0.6144	
1398	NH2BMIM	DCA	DCM	  298.15	0.5961	
1399	NH2BMIM	MeSO3	DCM	  298.15	0.3380	
1400	NH2BMIM	HSO4	DCM	  298.15	0.5700	
1401	NH2BMIM	BCN4	DCM	  298.15	0.5848	
1402	NH2BMIM	BETI	DCM	  298.15	0.4109	
1403	NH2BMIM	Tosylate	DCM	  298.15	0.3750	
1404	NH2BMIM	FAP	DCM	  298.15	0.4224	
1405	NH2BMIM	C8SO4	DCM	  298.15	0.4440	
1406	NH2BMIM	MeSO4	DCM	  298.15	0.4440	
1407	NH2BMIM	MePO3	DCM	  298.15	0.3434	
1408	OHBMIM	NTF2	DCM	  298.15	0.6648	
1409	OHBMIM	BF4	DCM	  298.15	0.6648	
1410	OHBMIM	PF6	DCM	  298.15	0.4327	
1411	OHBMIM	NFO	DCM	  298.15	0.4327	
1412	OHBMIM	ClO4	DCM	  298.15	0.6543	
1413	OHBMIM	AC	DCM	  298.15	0.3190	
1414	OHBMIM	NO3	DCM	  298.15	0.4692	
1415	OHBMIM	TFA	DCM	  298.15	0.5285	
1416	OHBMIM	TFO	DCM	  298.15	0.5533	
1417	OHBMIM	Cl	DCM	  298.15	0.2733	
1418	OHBMIM	SCN	DCM	  298.15	0.5694	
1419	OHBMIM	DCA	DCM	  298.15	0.5519	
1420	OHBMIM	MeSO3	DCM	  298.15	0.3193	
1421	OHBMIM	HSO4	DCM	  298.15	0.5395	
1422	OHBMIM	BCN4	DCM	  298.15	0.5482	
1423	OHBMIM	BETI	DCM	  298.15	0.4049	
1424	OHBMIM	Tosylate	DCM	  298.15	0.3529	
1425	OHBMIM	FAP	DCM	  298.15	0.4292	
1426	OHBMIM	C8SO4	DCM	  298.15	0.4163	
1427	OHBMIM	MeSO4	DCM	  298.15	0.4163	
1428	OHBMIM	MePO3	DCM	  298.15	0.3197	
1429	P4111	NTF2	DCM	  298.15	0.6726	
1430	P4111	BF4	DCM	  298.15	0.6726	
1431	P4111	PF6	DCM	  298.15	0.4336	
1432	P4111	NFO	DCM	  298.15	0.4336	
1433	P4111	ClO4	DCM	  298.15	0.6618	
1434	P4111	AC	DCM	  298.15	0.3383	
1435	P4111	NO3	DCM	  298.15	0.4929	
1436	P4111	TFA	DCM	  298.15	0.5374	
1437	P4111	TFO	DCM	  298.15	0.5574	
1438	P4111	Cl	DCM	  298.15	0.2726	
1439	P4111	SCN	DCM	  298.15	0.5691	
1440	P4111	DCA	DCM	  298.15	0.5623	
1441	P4111	MeSO3	DCM	  298.15	0.3367	
1442	P4111	HSO4	DCM	  298.15	0.5608	
1443	P4111	BCN4	DCM	  298.15	0.5464	
1444	P4111	BETI	DCM	  298.15	0.4047	
1445	P4111	Tosylate	DCM	  298.15	0.3594	
1446	P4111	FAP	DCM	  298.15	0.4278	
1447	P4111	C8SO4	DCM	  298.15	0.4303	
1448	P4111	MeSO4	DCM	  298.15	0.4303	
1449	P4111	MePO3	DCM	  298.15	0.3373	
