Results summary:

Program contral parameterFlag=3 ; cosmoFlag=3     Calculated on: 29-May-2014

No	Cation	Anion	Solute	T	Vcal	
503	EOMIM	MeSO4	DCM	  298.15	0.7040	
504	EOMIM	MePO3	DCM	  298.15	0.5022	
505	OMMIM	NTF2	DCM	  298.15	0.4249	
506	OMMIM	BF4	DCM	  298.15	0.4249	
507	OMMIM	PF6	DCM	  298.15	0.3269	
508	OMMIM	NFO	DCM	  298.15	0.3269	
509	OMMIM	ClO4	DCM	  298.15	0.4194	
510	OMMIM	AC	DCM	  298.15	0.2556	
511	OMMIM	NO3	DCM	  298.15	0.3495	
512	OMMIM	TFA	DCM	  298.15	0.3568	
513	OMMIM	TFO	DCM	  298.15	0.3741	
514	OMMIM	Cl	DCM	  298.15	0.2489	
515	OMMIM	SCN	DCM	  298.15	0.3823	
516	OMMIM	DCA	DCM	  298.15	0.3723	
517	OMMIM	MeSO3	DCM	  298.15	0.2678	
518	OMMIM	HSO4	DCM	  298.15	0.3850	
519	OMMIM	BCN4	DCM	  298.15	0.3792	
520	OMMIM	BETI	DCM	  298.15	0.3262	
521	OMMIM	Tosylate	DCM	  298.15	0.2689	
522	OMMIM	FAP	DCM	  298.15	0.3725	
523	OMMIM	C8SO4	DCM	  298.15	0.3149	
524	OMMIM	MeSO4	DCM	  298.15	0.3149	
525	OMMIM	MePO3	DCM	  298.15	0.2537	
526	3AC12IM	NTF2	DCM	  298.15	0.3694	
527	3AC12IM	BF4	DCM	  298.15	0.3694	
528	3AC12IM	PF6	DCM	  298.15	0.3028	
529	3AC12IM	NFO	DCM	  298.15	0.3028	
530	3AC12IM	ClO4	DCM	  298.15	0.3666	
531	3AC12IM	AC	DCM	  298.15	0.2868	
532	3AC12IM	NO3	DCM	  298.15	0.3383	
533	3AC12IM	TFA	DCM	  298.15	0.3378	
534	3AC12IM	TFO	DCM	  298.15	0.3399	
535	3AC12IM	Cl	DCM	  298.15	0.2878	
536	3AC12IM	SCN	DCM	  298.15	0.3523	
537	3AC12IM	DCA	DCM	  298.15	0.3448	
538	3AC12IM	MeSO3	DCM	  298.15	0.2824	
539	3AC12IM	HSO4	DCM	  298.15	0.3584	
540	3AC12IM	BCN4	DCM	  298.15	0.3354	
541	3AC12IM	BETI	DCM	  298.15	0.2976	
542	3AC12IM	Tosylate	DCM	  298.15	0.2657	
543	3AC12IM	FAP	DCM	  298.15	0.3297	
544	3AC12IM	C8SO4	DCM	  298.15	0.3062	
545	3AC12IM	MeSO4	DCM	  298.15	0.3062	
546	3AC12IM	MePO3	DCM	  298.15	0.2761	
547	3BPC10IM	NTF2	DCM	  298.15	0.4260	
548	3BPC10IM	BF4	DCM	  298.15	0.4260	
549	3BPC10IM	PF6	DCM	  298.15	0.3225	
550	3BPC10IM	NFO	DCM	  298.15	0.3225	
551	3BPC10IM	ClO4	DCM	  298.15	0.4210	
552	3BPC10IM	AC	DCM	  298.15	0.3381	
553	3BPC10IM	NO3	DCM	  298.15	0.3943	
554	3BPC10IM	TFA	DCM	  298.15	0.3856	
555	3BPC10IM	TFO	DCM	  298.15	0.3806	
556	3BPC10IM	Cl	DCM	  298.15	0.3473	
557	3BPC10IM	SCN	DCM	  298.15	0.4101	
558	3BPC10IM	DCA	DCM	  298.15	0.3961	
559	3BPC10IM	MeSO3	DCM	  298.15	0.3273	
560	3BPC10IM	HSO4	DCM	  298.15	0.4192	
561	3BPC10IM	BCN4	DCM	  298.15	0.3681	
562	3BPC10IM	BETI	DCM	  298.15	0.3047	
563	3BPC10IM	Tosylate	DCM	  298.15	0.2998	
564	3BPC10IM	FAP	DCM	  298.15	0.3205	
565	3BPC10IM	C8SO4	DCM	  298.15	0.3511	
566	3BPC10IM	MeSO4	DCM	  298.15	0.3511	
567	3BPC10IM	MePO3	DCM	  298.15	0.3219	
568	3AC10IM	NTF2	DCM	  298.15	0.4046	
569	3AC10IM	BF4	DCM	  298.15	0.4046	
570	3AC10IM	PF6	DCM	  298.15	0.3204	
571	3AC10IM	NFO	DCM	  298.15	0.3204	
572	3AC10IM	ClO4	DCM	  298.15	0.4006	
573	3AC10IM	AC	DCM	  298.15	0.2985	
574	3AC10IM	NO3	DCM	  298.15	0.3642	
575	3AC10IM	TFA	DCM	  298.15	0.3626	
576	3AC10IM	TFO	DCM	  298.15	0.3657	
577	3AC10IM	Cl	DCM	  298.15	0.2992	
578	3AC10IM	SCN	DCM	  298.15	0.3823	
579	3AC10IM	DCA	DCM	  298.15	0.3724	
580	3AC10IM	MeSO3	DCM	  298.15	0.2968	
581	3AC10IM	HSO4	DCM	  298.15	0.3902	
582	3AC10IM	BCN4	DCM	  298.15	0.3606	
583	3AC10IM	BETI	DCM	  298.15	0.3133	
584	3AC10IM	Tosylate	DCM	  298.15	0.2800	
585	3AC10IM	FAP	DCM	  298.15	0.3459	
586	3AC10IM	C8SO4	DCM	  298.15	0.3268	
587	3AC10IM	MeSO4	DCM	  298.15	0.3268	
588	3AC10IM	MePO3	DCM	  298.15	0.2880	
589	3AC8IM	NTF2	DCM	  298.15	0.4603	
590	3AC8IM	BF4	DCM	  298.15	0.4603	
591	3AC8IM	PF6	DCM	  298.15	0.3458	
592	3AC8IM	NFO	DCM	  298.15	0.3458	
593	3AC8IM	ClO4	DCM	  298.15	0.4543	
594	3AC8IM	AC	DCM	  298.15	0.3361	
595	3AC8IM	NO3	DCM	  298.15	0.4130	
596	3AC8IM	TFA	DCM	  298.15	0.4071	
597	3AC8IM	TFO	DCM	  298.15	0.4068	
598	3AC8IM	Cl	DCM	  298.15	0.3394	
599	3AC8IM	SCN	DCM	  298.15	0.4346	
600	3AC8IM	DCA	DCM	  298.15	0.4200	
601	3AC8IM	MeSO3	DCM	  298.15	0.3302	
602	3AC8IM	HSO4	DCM	  298.15	0.4461	
603	3AC8IM	BCN4	DCM	  298.15	0.3968	
604	3AC8IM	BETI	DCM	  298.15	0.3322	
605	3AC8IM	Tosylate	DCM	  298.15	0.3075	
606	3AC8IM	FAP	DCM	  298.15	0.3597	
607	3AC8IM	C8SO4	DCM	  298.15	0.3649	
608	3AC8IM	MeSO4	DCM	  298.15	0.3649	
609	3AC8IM	MePO3	DCM	  298.15	0.3216	
610	3BPC8IM	NTF2	DCM	  298.15	0.4998	
611	3BPC8IM	BF4	DCM	  298.15	0.4998	
612	3BPC8IM	PF6	DCM	  298.15	0.3547	
613	3BPC8IM	NFO	DCM	  298.15	0.3547	
614	3BPC8IM	ClO4	DCM	  298.15	0.4923	
615	3BPC8IM	AC	DCM	  298.15	0.3831	
616	3BPC8IM	NO3	DCM	  298.15	0.4588	
617	3BPC8IM	TFA	DCM	  298.15	0.4426	
618	3BPC8IM	TFO	DCM	  298.15	0.4337	
619	3BPC8IM	Cl	DCM	  298.15	0.3982	
620	3BPC8IM	SCN	DCM	  298.15	0.4793	
621	3BPC8IM	DCA	DCM	  298.15	0.4581	
622	3BPC8IM	MeSO3	DCM	  298.15	0.3706	
623	3BPC8IM	HSO4	DCM	  298.15	0.4917	
624	3BPC8IM	BCN4	DCM	  298.15	0.4157	
625	3BPC8IM	BETI	DCM	  298.15	0.3302	
626	3BPC8IM	Tosylate	DCM	  298.15	0.3334	
627	3BPC8IM	FAP	DCM	  298.15	0.3443	
628	3BPC8IM	C8SO4	DCM	  298.15	0.4006	
629	3BPC8IM	MeSO4	DCM	  298.15	0.4006	
630	3BPC8IM	MePO3	DCM	  298.15	0.3623	
631	3BPC12IM	NTF2	DCM	  298.15	0.3749	
632	3BPC12IM	BF4	DCM	  298.15	0.3749	
633	3BPC12IM	PF6	DCM	  298.15	0.3012	
634	3BPC12IM	NFO	DCM	  298.15	0.3012	
635	3BPC12IM	ClO4	DCM	  298.15	0.3719	
636	3BPC12IM	AC	DCM	  298.15	0.3176	
637	3BPC12IM	NO3	DCM	  298.15	0.3555	
638	3BPC12IM	TFA	DCM	  298.15	0.3506	
639	3BPC12IM	TFO	DCM	  298.15	0.3447	
640	3BPC12IM	Cl	DCM	  298.15	0.3239	
641	3BPC12IM	SCN	DCM	  298.15	0.3658	
642	3BPC12IM	DCA	DCM	  298.15	0.3562	
643	3BPC12IM	MeSO3	DCM	  298.15	0.3043	
644	3BPC12IM	HSO4	DCM	  298.15	0.3736	
645	3BPC12IM	BCN4	DCM	  298.15	0.3339	
646	3BPC12IM	BETI	DCM	  298.15	0.2880	
647	3BPC12IM	Tosylate	DCM	  298.15	0.2792	
648	3BPC12IM	FAP	DCM	  298.15	0.3053	
649	3BPC12IM	C8SO4	DCM	  298.15	0.3209	
650	3BPC12IM	MeSO4	DCM	  298.15	0.3209	
651	3BPC12IM	MePO3	DCM	  298.15	0.3021	
652	3BPMIM	NTF2	DCM	  298.15	1.2581	
653	3BPMIM	BF4	DCM	  298.15	1.2581	
654	3BPMIM	PF6	DCM	  298.15	0.5995	
655	3BPMIM	NFO	DCM	  298.15	0.5995	
656	3BPMIM	ClO4	DCM	  298.15	1.2286	
657	3BPMIM	AC	DCM	  298.15	0.5358	
658	3BPMIM	NO3	DCM	  298.15	0.8181	
659	3BPMIM	TFA	DCM	  298.15	0.9249	
660	3BPMIM	TFO	DCM	  298.15	0.9349	
661	3BPMIM	Cl	DCM	  298.15	0.4417	
662	3BPMIM	SCN	DCM	  298.15	1.0501	
663	3BPMIM	DCA	DCM	  298.15	0.9920	
664	3BPMIM	MeSO3	DCM	  298.15	0.5128	
665	3BPMIM	HSO4	DCM	  298.15	0.9176	
666	3BPMIM	BCN4	DCM	  298.15	0.8691	
667	3BPMIM	BETI	DCM	  298.15	0.5014	
668	3BPMIM	Tosylate	DCM	  298.15	0.5451	
669	3BPMIM	FAP	DCM	  298.15	0.4679	
670	3BPMIM	C8SO4	DCM	  298.15	0.6906	
671	3BPMIM	MeSO4	DCM	  298.15	0.6906	
672	3BPMIM	MePO3	DCM	  298.15	0.5312	
673	D2MIM	NTF2	DCM	  298.15	0.2724	
674	D2MIM	BF4	DCM	  298.15	0.2724	
675	D2MIM	PF6	DCM	  298.15	0.2429	
676	D2MIM	NFO	DCM	  298.15	0.2429	
677	D2MIM	ClO4	DCM	  298.15	0.2711	
678	D2MIM	AC	DCM	  298.15	0.1783	
679	D2MIM	NO3	DCM	  298.15	0.2326	
680	D2MIM	TFA	DCM	  298.15	0.2383	
681	D2MIM	TFO	DCM	  298.15	0.2548	
682	D2MIM	Cl	DCM	  298.15	0.1755	
683	D2MIM	SCN	DCM	  298.15	0.2484	
684	D2MIM	DCA	DCM	  298.15	0.2461	
685	D2MIM	MeSO3	DCM	  298.15	0.1917	
686	D2MIM	HSO4	DCM	  298.15	0.2439	
687	D2MIM	BCN4	DCM	  298.15	0.2648	
688	D2MIM	BETI	DCM	  298.15	0.2548	
689	D2MIM	Tosylate	DCM	  298.15	0.1934	
690	D2MIM	FAP	DCM	  298.15	0.3050	
691	D2MIM	C8SO4	DCM	  298.15	0.2175	
692	D2MIM	MeSO4	DCM	  298.15	0.2175	
693	D2MIM	MePO3	DCM	  298.15	0.1797	
694	C8POMMIM	NTF2	DCM	  298.15	0.3598	
695	C8POMMIM	BF4	DCM	  298.15	0.3598	
696	C8POMMIM	PF6	DCM	  298.15	0.2939	
697	C8POMMIM	NFO	DCM	  298.15	0.2939	
698	C8POMMIM	ClO4	DCM	  298.15	0.3565	
699	C8POMMIM	AC	DCM	  298.15	0.2426	
700	C8POMMIM	NO3	DCM	  298.15	0.3107	
701	C8POMMIM	TFA	DCM	  298.15	0.3145	
702	C8POMMIM	TFO	DCM	  298.15	0.3266	
703	C8POMMIM	Cl	DCM	  298.15	0.2405	
704	C8POMMIM	SCN	DCM	  298.15	0.3317	
705	C8POMMIM	DCA	DCM	  298.15	0.3248	
706	C8POMMIM	MeSO3	DCM	  298.15	0.2505	
707	C8POMMIM	HSO4	DCM	  298.15	0.3343	
708	C8POMMIM	BCN4	DCM	  298.15	0.3305	
709	C8POMMIM	BETI	DCM	  298.15	0.2957	
710	C8POMMIM	Tosylate	DCM	  298.15	0.2457	
711	C8POMMIM	FAP	DCM	  298.15	0.3383	
712	C8POMMIM	C8SO4	DCM	  298.15	0.2832	
713	C8POMMIM	MeSO4	DCM	  298.15	0.2832	
714	C8POMMIM	MePO3	DCM	  298.15	0.2388	
715	BenPOMMIM	NTF2	DCM	  298.15	0.6086	
716	BenPOMMIM	BF4	DCM	  298.15	0.6086	
717	BenPOMMIM	PF6	DCM	  298.15	0.3969	
718	BenPOMMIM	NFO	DCM	  298.15	0.3969	
719	BenPOMMIM	ClO4	DCM	  298.15	0.5950	
720	BenPOMMIM	AC	DCM	  298.15	0.3798	
721	BenPOMMIM	NO3	DCM	  298.15	0.5108	
722	BenPOMMIM	TFA	DCM	  298.15	0.4997	
723	BenPOMMIM	TFO	DCM	  298.15	0.5007	
724	BenPOMMIM	Cl	DCM	  298.15	0.3736	
725	BenPOMMIM	SCN	DCM	  298.15	0.5563	
726	BenPOMMIM	DCA	DCM	  298.15	0.5281	
727	BenPOMMIM	MeSO3	DCM	  298.15	0.3792	
728	BenPOMMIM	HSO4	DCM	  298.15	0.5612	
729	BenPOMMIM	BCN4	DCM	  298.15	0.4841	
730	BenPOMMIM	BETI	DCM	  298.15	0.3681	
731	BenPOMMIM	Tosylate	DCM	  298.15	0.3598	
732	BenPOMMIM	FAP	DCM	  298.15	0.3826	
733	BenPOMMIM	C8SO4	DCM	  298.15	0.4407	
734	BenPOMMIM	MeSO4	DCM	  298.15	0.4407	
735	BenPOMMIM	MePO3	DCM	  298.15	0.3671	
736	OMMMIM	NTF2	DCM	  298.15	0.4249	
737	OMMMIM	BF4	DCM	  298.15	0.4249	
738	OMMMIM	PF6	DCM	  298.15	0.3269	
739	OMMMIM	NFO	DCM	  298.15	0.3269	
740	OMMMIM	ClO4	DCM	  298.15	0.4194	
741	OMMMIM	AC	DCM	  298.15	0.2556	
742	OMMMIM	NO3	DCM	  298.15	0.3495	
743	OMMMIM	TFA	DCM	  298.15	0.3568	
744	OMMMIM	TFO	DCM	  298.15	0.3741	
745	OMMMIM	Cl	DCM	  298.15	0.2489	
746	OMMMIM	SCN	DCM	  298.15	0.3823	
747	OMMMIM	DCA	DCM	  298.15	0.3723	
748	OMMMIM	MeSO3	DCM	  298.15	0.2678	
749	OMMMIM	HSO4	DCM	  298.15	0.3850	
750	OMMMIM	BCN4	DCM	  298.15	0.3792	
751	OMMMIM	BETI	DCM	  298.15	0.3262	
752	OMMMIM	Tosylate	DCM	  298.15	0.2689	
753	OMMMIM	FAP	DCM	  298.15	0.3725	
754	OMMMIM	C8SO4	DCM	  298.15	0.3149	
755	OMMMIM	MeSO4	DCM	  298.15	0.3149	
756	OMMMIM	MePO3	DCM	  298.15	0.2537	
757	MPOMIM	NTF2	DCM	  298.15	0.7170	
758	MPOMIM	BF4	DCM	  298.15	0.7170	
759	MPOMIM	PF6	DCM	  298.15	0.4376	
760	MPOMIM	NFO	DCM	  298.15	0.4376	
761	MPOMIM	ClO4	DCM	  298.15	0.7010	
762	MPOMIM	AC	DCM	  298.15	0.3615	
763	MPOMIM	NO3	DCM	  298.15	0.5293	
764	MPOMIM	TFA	DCM	  298.15	0.5606	
765	MPOMIM	TFO	DCM	  298.15	0.5750	
766	MPOMIM	Cl	DCM	  298.15	0.3234	
767	MPOMIM	SCN	DCM	  298.15	0.6232	
768	MPOMIM	DCA	DCM	  298.15	0.5935	
769	MPOMIM	MeSO3	DCM	  298.15	0.3612	
770	MPOMIM	HSO4	DCM	  298.15	0.6000	
771	MPOMIM	BCN4	DCM	  298.15	0.5594	
772	MPOMIM	BETI	DCM	  298.15	0.4037	
773	MPOMIM	Tosylate	DCM	  298.15	0.3755	
774	MPOMIM	FAP	DCM	  298.15	0.4196	
775	MPOMIM	C8SO4	DCM	  298.15	0.4581	
776	MPOMIM	MeSO4	DCM	  298.15	0.4581	
777	MPOMIM	MePO3	DCM	  298.15	0.3581	
778	C6MMIM	NTF2	DCM	  298.15	0.4842	
779	C6MMIM	BF4	DCM	  298.15	0.4842	
780	C6MMIM	PF6	DCM	  298.15	0.3545	
781	C6MMIM	NFO	DCM	  298.15	0.3545	
782	C6MMIM	ClO4	DCM	  298.15	0.4771	
783	C6MMIM	AC	DCM	  298.15	0.2709	
784	C6MMIM	NO3	DCM	  298.15	0.3820	
785	C6MMIM	TFA	DCM	  298.15	0.3980	
786	C6MMIM	TFO	DCM	  298.15	0.4179	
787	C6MMIM	Cl	DCM	  298.15	0.2558	
788	C6MMIM	SCN	DCM	  298.15	0.4288	
789	C6MMIM	DCA	DCM	  298.15	0.4164	
790	C6MMIM	MeSO3	DCM	  298.15	0.2816	
791	C6MMIM	HSO4	DCM	  298.15	0.4275	
792	C6MMIM	BCN4	DCM	  298.15	0.4219	
793	C6MMIM	BETI	DCM	  298.15	0.3486	
794	C6MMIM	Tosylate	DCM	  298.15	0.2900	
795	C6MMIM	FAP	DCM	  298.15	0.3921	
796	C6MMIM	C8SO4	DCM	  298.15	0.3416	
797	C6MMIM	MeSO4	DCM	  298.15	0.3416	
798	C6MMIM	MePO3	DCM	  298.15	0.2697	
799	MeOEMIM	NTF2	DCM	  298.15	0.9130	
800	MeOEMIM	BF4	DCM	  298.15	0.9130	
801	MeOEMIM	PF6	DCM	  298.15	0.5047	
802	MeOEMIM	NFO	DCM	  298.15	0.5047	
803	MeOEMIM	ClO4	DCM	  298.15	0.8965	
804	MeOEMIM	AC	DCM	  298.15	0.3894	
805	MeOEMIM	NO3	DCM	  298.15	0.5900	
806	MeOEMIM	TFA	DCM	  298.15	0.6918	
807	MeOEMIM	TFO	DCM	  298.15	0.7172	
808	MeOEMIM	Cl	DCM	  298.15	0.3069	
809	MeOEMIM	SCN	DCM	  298.15	0.7558	
810	MeOEMIM	DCA	DCM	  298.15	0.7299	
811	MeOEMIM	MeSO3	DCM	  298.15	0.3798	
812	MeOEMIM	HSO4	DCM	  298.15	0.6779	
813	MeOEMIM	BCN4	DCM	  298.15	0.6905	
814	MeOEMIM	BETI	DCM	  298.15	0.4469	
815	MeOEMIM	Tosylate	DCM	  298.15	0.4297	
816	MeOEMIM	FAP	DCM	  298.15	0.4420	
817	MeOEMIM	C8SO4	DCM	  298.15	0.5184	
818	MeOEMIM	MeSO4	DCM	  298.15	0.5184	
819	MeOEMIM	MePO3	DCM	  298.15	0.3935	
820	PCNMIM	NTF2	DCM	  298.15	1.3219	
821	PCNMIM	BF4	DCM	  298.15	1.3219	
822	PCNMIM	PF6	DCM	  298.15	0.6000	
823	PCNMIM	NFO	DCM	  298.15	0.6000	
824	PCNMIM	ClO4	DCM	  298.15	1.2999	
825	PCNMIM	AC	DCM	  298.15	0.4260	
826	PCNMIM	NO3	DCM	  298.15	0.7033	
827	PCNMIM	TFA	DCM	  298.15	0.9243	
828	PCNMIM	TFO	DCM	  298.15	0.9670	
829	PCNMIM	Cl	DCM	  298.15	0.2786	
830	PCNMIM	SCN	DCM	  298.15	1.0116	
831	PCNMIM	DCA	DCM	  298.15	0.9905	
832	PCNMIM	MeSO3	DCM	  298.15	0.4209	
833	PCNMIM	HSO4	DCM	  298.15	0.8118	
834	PCNMIM	BCN4	DCM	  298.15	0.9137	
835	PCNMIM	BETI	DCM	  298.15	0.5015	
836	PCNMIM	Tosylate	DCM	  298.15	0.5245	
837	PCNMIM	FAP	DCM	  298.15	0.4647	
838	PCNMIM	C8SO4	DCM	  298.15	0.6365	
839	PCNMIM	MeSO4	DCM	  298.15	0.6365	
840	PCNMIM	MePO3	DCM	  298.15	0.4498	
841	COCOIM	NTF2	DCM	  298.15	1.3901	
842	COCOIM	BF4	DCM	  298.15	1.3901	
843	COCOIM	PF6	DCM	  298.15	0.6014	
844	COCOIM	NFO	DCM	  298.15	0.6014	
845	COCOIM	ClO4	DCM	  298.15	1.3577	
846	COCOIM	AC	DCM	  298.15	0.4469	
847	COCOIM	NO3	DCM	  298.15	0.7422	
848	COCOIM	TFA	DCM	  298.15	0.9486	
849	COCOIM	TFO	DCM	  298.15	0.9756	
850	COCOIM	Cl	DCM	  298.15	0.2901	
851	COCOIM	SCN	DCM	  298.15	1.0655	
852	COCOIM	DCA	DCM	  298.15	1.0254	
853	COCOIM	MeSO3	DCM	  298.15	0.4343	
854	COCOIM	HSO4	DCM	  298.15	0.8697	
855	COCOIM	BCN4	DCM	  298.15	0.9077	
856	COCOIM	BETI	DCM	  298.15	0.5047	
857	COCOIM	Tosylate	DCM	  298.15	0.5289	
858	COCOIM	FAP	DCM	  298.15	0.4694	
859	COCOIM	C8SO4	DCM	  298.15	0.6561	
860	COCOIM	MeSO4	DCM	  298.15	0.6561	
861	COCOIM	MePO3	DCM	  298.15	0.4672	
862	PrMMIM	NTF2	DCM	  298.15	0.5897	
863	PrMMIM	BF4	DCM	  298.15	0.5897	
864	PrMMIM	PF6	DCM	  298.15	0.4071	
865	PrMMIM	NFO	DCM	  298.15	0.4071	
866	PrMMIM	ClO4	DCM	  298.15	0.5835	
867	PrMMIM	AC	DCM	  298.15	0.2566	
868	PrMMIM	NO3	DCM	  298.15	0.3925	
869	PrMMIM	TFA	DCM	  298.15	0.4653	
870	PrMMIM	TFO	DCM	  298.15	0.5049	
871	PrMMIM	Cl	DCM	  298.15	0.2042	
872	PrMMIM	SCN	DCM	  298.15	0.4873	
873	PrMMIM	DCA	DCM	  298.15	0.4839	
874	PrMMIM	MeSO3	DCM	  298.15	0.2661	
875	PrMMIM	HSO4	DCM	  298.15	0.4562	
876	PrMMIM	BCN4	DCM	  298.15	0.5139	
877	PrMMIM	BETI	DCM	  298.15	0.3911	
878	PrMMIM	Tosylate	DCM	  298.15	0.3159	
879	PrMMIM	FAP	DCM	  298.15	0.4281	
880	PrMMIM	C8SO4	DCM	  298.15	0.3611	
881	PrMMIM	MeSO4	DCM	  298.15	0.3611	
882	PrMMIM	MePO3	DCM	  298.15	0.2661	
883	PrMIM	NTF2	DCM	  298.15	0.8422	
884	PrMIM	BF4	DCM	  298.15	0.8422	
885	PrMIM	PF6	DCM	  298.15	0.4857	
886	PrMIM	NFO	DCM	  298.15	0.4857	
887	PrMIM	ClO4	DCM	  298.15	0.8260	
888	PrMIM	AC	DCM	  298.15	0.3648	
889	PrMIM	NO3	DCM	  298.15	0.5543	
890	PrMIM	TFA	DCM	  298.15	0.6422	
891	PrMIM	TFO	DCM	  298.15	0.6673	
892	PrMIM	Cl	DCM	  298.15	0.2890	
893	PrMIM	SCN	DCM	  298.15	0.7010	
894	PrMIM	DCA	DCM	  298.15	0.6768	
895	PrMIM	MeSO3	DCM	  298.15	0.3586	
896	PrMIM	HSO4	DCM	  298.15	0.6441	
897	PrMIM	BCN4	DCM	  298.15	0.6469	
898	PrMIM	BETI	DCM	  298.15	0.4390	
899	PrMIM	Tosylate	DCM	  298.15	0.4057	
900	PrMIM	FAP	DCM	  298.15	0.4478	
901	PrMIM	C8SO4	DCM	  298.15	0.4874	
902	PrMIM	MeSO4	DCM	  298.15	0.4874	
903	PrMIM	MePO3	DCM	  298.15	0.3687	
904	IPeMIM	NTF2	DCM	  298.15	0.6796	
905	IPeMIM	BF4	DCM	  298.15	0.6796	
906	IPeMIM	PF6	DCM	  298.15	0.4290	
907	IPeMIM	NFO	DCM	  298.15	0.4290	
908	IPeMIM	ClO4	DCM	  298.15	0.6648	
909	IPeMIM	AC	DCM	  298.15	0.3708	
910	IPeMIM	NO3	DCM	  298.15	0.5253	
911	IPeMIM	TFA	DCM	  298.15	0.5440	
912	IPeMIM	TFO	DCM	  298.15	0.5528	
913	IPeMIM	Cl	DCM	  298.15	0.3433	
914	IPeMIM	SCN	DCM	  298.15	0.6026	
915	IPeMIM	DCA	DCM	  298.15	0.5734	
916	IPeMIM	MeSO3	DCM	  298.15	0.3672	
917	IPeMIM	HSO4	DCM	  298.15	0.5930	
918	IPeMIM	BCN4	DCM	  298.15	0.5364	
919	IPeMIM	BETI	DCM	  298.15	0.3980	
920	IPeMIM	Tosylate	DCM	  298.15	0.3704	
921	IPeMIM	FAP	DCM	  298.15	0.4178	
922	IPeMIM	C8SO4	DCM	  298.15	0.4522	
923	IPeMIM	MeSO4	DCM	  298.15	0.4522	
924	IPeMIM	MePO3	DCM	  298.15	0.3623	
925	ButenyMIM	NTF2	DCM	  298.15	0.8779	
926	ButenyMIM	BF4	DCM	  298.15	0.8779	
927	ButenyMIM	PF6	DCM	  298.15	0.4873	
928	ButenyMIM	NFO	DCM	  298.15	0.4873	
929	ButenyMIM	ClO4	DCM	  298.15	0.8581	
930	ButenyMIM	AC	DCM	  298.15	0.3803	
931	ButenyMIM	NO3	DCM	  298.15	0.5823	
932	ButenyMIM	TFA	DCM	  298.15	0.6587	
933	ButenyMIM	TFO	DCM	  298.15	0.6800	
934	ButenyMIM	Cl	DCM	  298.15	0.3076	
935	ButenyMIM	SCN	DCM	  298.15	0.7319	
936	ButenyMIM	DCA	DCM	  298.15	0.7002	
937	ButenyMIM	MeSO3	DCM	  298.15	0.3762	
938	ButenyMIM	HSO4	DCM	  298.15	0.6687	
939	ButenyMIM	BCN4	DCM	  298.15	0.6563	
940	ButenyMIM	BETI	DCM	  298.15	0.4363	
941	ButenyMIM	Tosylate	DCM	  298.15	0.4171	
942	ButenyMIM	FAP	DCM	  298.15	0.4374	
943	ButenyMIM	C8SO4	DCM	  298.15	0.5076	
944	ButenyMIM	MeSO4	DCM	  298.15	0.5076	
945	ButenyMIM	MePO3	DCM	  298.15	0.3834	
946	EtOEMIM	NTF2	DCM	  298.15	0.8144	
947	EtOEMIM	BF4	DCM	  298.15	0.8144	
948	EtOEMIM	PF6	DCM	  298.15	0.4692	
949	EtOEMIM	NFO	DCM	  298.15	0.4692	
950	EtOEMIM	ClO4	DCM	  298.15	0.7964	
951	EtOEMIM	AC	DCM	  298.15	0.3941	
952	EtOEMIM	NO3	DCM	  298.15	0.5801	
953	EtOEMIM	TFA	DCM	  298.15	0.6291	
954	EtOEMIM	TFO	DCM	  298.15	0.6428	
955	EtOEMIM	Cl	DCM	  298.15	0.3426	
956	EtOEMIM	SCN	DCM	  298.15	0.7002	
957	EtOEMIM	DCA	DCM	  298.15	0.6664	
958	EtOEMIM	MeSO3	DCM	  298.15	0.3875	
959	EtOEMIM	HSO4	DCM	  298.15	0.6564	
960	EtOEMIM	BCN4	DCM	  298.15	0.6188	
961	EtOEMIM	BETI	DCM	  298.15	0.4217	
962	EtOEMIM	Tosylate	DCM	  298.15	0.4083	
963	EtOEMIM	FAP	DCM	  298.15	0.4240	
964	EtOEMIM	C8SO4	DCM	  298.15	0.5001	
965	EtOEMIM	MeSO4	DCM	  298.15	0.5001	
966	EtOEMIM	MePO3	DCM	  298.15	0.3905	
967	MeOEOEMIM	NTF2	DCM	  298.15	0.6594	
968	MeOEOEMIM	BF4	DCM	  298.15	0.6594	
969	MeOEOEMIM	PF6	DCM	  298.15	0.4205	
970	MeOEOEMIM	NFO	DCM	  298.15	0.4205	
971	MeOEOEMIM	ClO4	DCM	  298.15	0.6481	
972	MeOEOEMIM	AC	DCM	  298.15	0.3376	
973	MeOEOEMIM	NO3	DCM	  298.15	0.4841	
974	MeOEOEMIM	TFA	DCM	  298.15	0.5265	
975	MeOEOEMIM	TFO	DCM	  298.15	0.5453	
976	MeOEOEMIM	Cl	DCM	  298.15	0.3016	
977	MeOEOEMIM	SCN	DCM	  298.15	0.5734	
978	MeOEOEMIM	DCA	DCM	  298.15	0.5521	
979	MeOEOEMIM	MeSO3	DCM	  298.15	0.3371	
980	MeOEOEMIM	HSO4	DCM	  298.15	0.5426	
981	MeOEOEMIM	BCN4	DCM	  298.15	0.5362	
982	MeOEOEMIM	BETI	DCM	  298.15	0.3882	
983	MeOEOEMIM	Tosylate	DCM	  298.15	0.3576	
984	MeOEOEMIM	FAP	DCM	  298.15	0.4004	
